,text,verdict
77,newsflash⚡️the #orlando shooter was a muslim and a democrat✔️ not a republican or christian❌ #gaypride2016,true
78,the fact that malaysia airlines #mh17 was shot down may hinder insurance payouts,true
79,"bowie's last album was 'parting gift' for fans, in carefully planned finale",false
80,"judge issues search warrants, seizure of passports for 2 us swimmers, including ryan lochte, around alleged robbery.",false
81,#oscarnoms: nominations for best actress in a leading role,false
82,fbi probing alleged audio of michael brown shooting,true
83,"'nine britons, 23 us citizens and 80 children' feared dead after #mh17 jet 'shot down'",true
84,who shot down the plane? where are the black boxes? 8 unanswered questions from #mh17:,true
85,pregnant #ferguson woman blind after being shot in face by police bean bag (video),true
86,"can twerking in louisiana really get you a ""mandatory 30 days in jail""?!",true
87,leo's first sag. #sagawards,false
88,one third of vegetarians eat meat when they get drunk |,true
89,man who portrayed the marlboro man in the 1970s dies from smoking-related disease,true
90,hillary surroagte bob beckel calls for assassination of julian assange,true
91,did speed play a part in paul walker's death?,true
92,"breaking: tesla to choose nevada for gigafactory, sources tell cnbc.",true
93,list of overnight arrests in #ferguson much higher than officials reported via,true
94,"update: 'most of downtown #ottawa is in lockdown,' police say:",true
95,actor who played marlboro man in ads dies from smoking-related disease,true
96,"hobby lobby asks #ferguson pd for clarification: ""we thought chopping off someone's hand was the maximum penalty for shoplifting""",true
97,deandre joshua--shot in the head & torched--was childhood friends w the sole up-close witness to mike brown's murder.,true
98,fort hood shooter reportedly has drawn $278g in salary since massacre,true
99,"employees at a chick-fil-a said to be banned from using slang such as ""bae"", ""bruh"", ""ratchet""",true
100,"""we have now cut off every single path that iran could have used to build a bomb."" —@potus #irandeal",false
101,mother’s revenge: afghan woman 'kills 25 #taliban militants' after son shot dead,true
102,"oh, my. rt hong kong ""hands up, don't shoot"" emulation of ferguson protests is such a powerful image:",true
103,"target boycott crosses 1 million signers, stock sinks by $1.5 billion",true
104,เผยกบฏยูเครนอาจเข้าใจผิดคิดว่า #mh17 เป็นเครื่องบินทหารยูเครนรุกล้ำ / 14 ก.ค.ก็เพิ่งยิงตกไปลำ,true
105,happy #nationalchocolatecakeday!,false
106,doritos-flavored mountain dew is a real thing,true
107,"*reads things about talking angela* ""talking angela gets ur personal info"" ""talking angela can access all ur photos""",true
108,"""laziness is a trait in blacks,"" 1991 book quotes trump as saying:",true
109,breaking news: isis executioner jihadi john reportedly wounded in air strike. big scoop in tomorrow's mos >,true
110,"i don't want to live on this planet anymore. rt pepsi is making a doritos-flavored mountain dew: ""dewitos""",true
111,"that old ""banksy arrested"" hoax is back. don't buy into it.",true
112,north korea media says kim jong un has made appearance after 40+ days missing:,true
113,report: christian bale will play steve jobs,true
114,"reports: missing afghan soldiers found trying to cross into canada, source says -@wcvb, (fixes typo)",true
115,i aint know obama daughter was pregnant 😩,true
116,14 things successful people do before breakfast,false
117,pictured: kevin vickers moments after shooting dead canadian parliament attacker,true
118,mexico security forces hunting 43 missing students after clashes with police find mass grave,true
119,hour five of your road trip? time to break out the s pen.,true
120,dog found abandoned at scottish train station with suitcase filled with it's belongings:,true
121,afghan woman kills 25 #taliban militants after son shot dead #bravo v,true
122,japanese prime minister shinzo abe at #rio2016 closing ceremony is all our super mario dreams.,false
123,corporations have sold or spun off $1.6 trillion worth of subsidiaries & biz lines this year.,true
124,highly radioactive water is seeping into the ocean from japan's crippled fukushima nuclear plant,true
125,paul walker's death: 'fast & furious 7' delayed but won't be scrapped,true
126,"goodbye elly may: 'beverly hillbillies' star donna douglas dead at 81, reports say.",true
127,peek behind the curtain of our save the americans video.,true
128,the 17 #thexfiles episodes to watch before it returns,false
129,fbi 'super pissed off' at white house meddling...,false
130,uk to accept some child refugees from syria and other conflict zones but not those who have fled to europe,false
131,"one more reason to abolish the penny: ""when plastic money is worth more than your real money, you need new money.""",false
132,an afternoon with bo and sunny in the snow.❄,false
133,line of police cars with high beams on greets anyone trying to enter #ferguson. it's shut down. no media allowed.,true
134,"we are running out of chocolate, warns world's largest chocolate manufacturer",true
135,"get ready to binge watch - the #gilmoregirls are coming back, this time to",false
136,#ufc202 was conor mcgregor's first fight ever to go into the championship rounds. he made the most of it.,false
137,win: macy's stops stocking sodastream #bds #palestine,true
138,"three missing afghan officers are in custody at the u.s.-canada border, police say.",true
139,"""fuck you"" in advance to writers, sites, late night show hosts, etc. who will makes jokes about michael phelps' girlfriend being intersex.",true
140,poll shows 40 percent of germans want merkel to resign over her refugee policy:,false
141,"confirmed: pepsico is making a doritos-flavored mountain dew called ""dewitos""",true
142,r.i.p paul walker ♥ he died doing what he loved♥,true
143,darren wilson is a six year veteran of the #ferguson police and had no disciplinary actions against him.,true
144,raven symone blasts bill cosby rape story,true
145,meet the south american goliath birdeater -- a spider the size of a puppy:,true
146,2009: bet big on rescuing the american auto industry. today: it's roaring back.,false
147,president obama to skip nancy reagan’s funeral in order to attend south by southwest:,true
148,"okla beheading victim colleen hufford, rest in peace #beheading #jihad #jahkeemyisrael",true
149,breaking: ap source: tesla motors has selected nevada as site for $5b electric car battery factory.,true
150,"fast and furious star paul walker dead in car crash. what next, samuel l jackson killed by snakes on a plane?",true
151,more: officials say they do not know the extent of al-baghdadi's apparent injuries:,true
152,#eagles co-founder glenn frey has died aged 67,false
153,well done scotland! 5p carrier bag charge 1 yr old today - 80% cut in usage - 650m less bags -£6.7m for good causes.,true
154,#macklemorejoinedisis,true
155,"also, rip roger rodas the man who died along with paul walker that seems to never be mentioned",true
156,death toll from #bachakhanuniattack rises to at least 19; army official says firing has stopped as campus searched,false
157,alan rickman's goodbye letter to harry potter is just perfect:,false
158,"hong kong ""hands up, don't shoot"" emulation of ferguson protests is such a powerful image:",true
159,twenty-four-year-old cpl. nathan cirillo was shot dead today at the war memorial in #ottawa. #cdnpoli #ottawashooting,true
160,"""this is a good day. once again, we’re seeing what’s possible with strong american diplomacy."" —@potus #irandeal",false
161,kim jong un broke his ankles because he's too fat...,true
162,conservative caucas informed soldier shot at war memorial in ottawa this morning has died. a sad development on a shocking day.,true
163,sad man tears 2 bananas off larger bunch,false
164,"obama to skip nancy reagan's funeral, as he did scalia's. this time, he'll be attending sxsw:",true
165,#rip to the driver who died with #paulwalker that no one cares about because he wasn't famous.,true
166,"just in: donald trump to ""there has to be some form of punishment"" for women who have an abortion.",true
167,"the bank of japan introduces negative interest rates to counter the ongoing economic slump, in a surprise move.",false
168,#isis beheads photojournalist james wright foley in a massage to us to end its intervention in #iraq.,true
169,whether on the sideline or at a retirement community in nc ... just gotta dab on 'em. (via piedmont crossing/fb),false
170,who killed deandre joshua - and why? still more questions than answers regarding 20-year-old murdered in ferguson,true
171,"black men may have cause to run from police, massachusetts high court says",true
172,"breaking: soldier shot at war memorial in ottawa, hill on lockdown, shooter at large #ottnews",true
173,joseph pena is 17. joseph pena is in high school. joseph pena can squat 875(!) pounds. watch:,false
174,"suicide bomber who killed at least 50 in turkey was aged 12-14, state-run news agency quotes president as saying.",false
175,an open letter to from his top strategist-turned-defector:,true
176,gerrymandering is even more infuriating when you can actually see it,false
177,"donald trump: ""...laziness is a trait in blacks. it really is, i believe that. it’s not anything they can control.”",true
178,concerned airport passenger suits up in homemade hazmat before flight,true
179,developing news: soldier shot at war memorial. watch cbc nn for coverage. or follow online:,true
180,avoid 5p bag charge using these from enter here to #win a set with,true
181,*breaking news* obama administration files federal charges against george zimmerman! #ontheroadtojustice,true
182,"report: toronto, seattle, quebec city to join vegas in 2017 nhl expansion:",true
183,a traditional beer that authorities believe was poisoned with crocodile bile has killed 56 people in mozambique:,true
184,"""sanders won 54% of the latino vote, according to the sample data, compared to clinton’s 43%."" #nvcaucus",true
185,it's official: #gilmoregirls is coming back! get the details on the netflix revival:,false
186,"donna douglas, elly may clampett on ‘beverly hillbillies,’ dies at 81",true
187,"test finds human dna in hot dogs, meat in vegetarian products",true
188,"hot pockets recall involves meat from place fda says ""processed diseased and unsound animals.",true
189,islamic tribunal in texas operating under sharia law♨️wtf is this😡@lodisilverado #tcot,true
190,bernie sanders has won the nevada caucus #nvcaucus,true
191,“after school satan clubs”?,true
192,"sydney opera house evacuated, concourse deserted #sydneysiege (via",true
193,a photo of black nurses saving the life of a kkk member.,true
194,"isis has been killing babies afflicted with down syndrome and other disabilities, activists claim",true
195,colombian government and left-wing farc rebel movement agree ceasefire to end decades-long conflict,false
196,update: #ferguson police release stills from convenience store footage showing robbery,true
197,for just $1 you can get a free jr. frosty with every 2015 purchase! get a frosty key tag now & help support,true
198,"a chick-fil-a manager allegedly banned the words “bae,” “fleek,” and “ratchet” at work",true
199,a list of overnight arrests in ferguson shows a much higher number than officials reported,true
200,study concluded that the clinton camp has “no statistical basis” to back claims that it won latino vote in nv.,true
201,"at least 39 migrants, including children, drown as boat sinks between turkey & greece",false
202,north korea may be preparing for a missile launch.,false
203,watch weekly address on giving every student an opportunity to learn through computer science for all:,false
204,a saudi cleric has declared that the building of snowmen as being anti-islamic.,true
205,"trump on supporters: ""i could stand in the middle of 5th ave. and shoot somebody and i wouldn't lose any voters.""",false
206,"boko haram burned children alive in attack on nigerian village, witness says",false
207,"minor leaguer hits grand slam, later finds out that he broke his own windshield",false
208,come on texas! what's up with this? confirmed islamic tribunal using sharia law in texas,true
209,"internet of things security is so bad, there’s a search engine for sleeping kids",false
210,"more: a law enforcement official says the shooter was myron may, who graduated from florida state:",true
211,36 best quotes from davos 2016,false
212,"ap video: police say speed was a factor in an l.a. crash that killed 2, including ""fast & furious"" actor paul walker:",true
213,breaking: malaysia airlines plane 'shot down' was carrying 295 people,true
214,"shots were fired at canada's national war memorial in ottawa and a ceremonial guard was shot, police say.",true
215,"irish and european ioc chief patrick hickey arrested in rio over illegal olympic ticket sales, brazil media report",false
216,"another letter to parents, included in 1970s lego sets",true
217,we're keeping céline dion in our thoughts--her brother daniel has died of cancer at age 59:,false
218,donald spunktrumpet's former communications director stephanie cegielski has resigned and written this -,true
219,"keith richards 'once pulled a knife on donald trump', claims rolling stones' former promoter",true
220,13 truth bombs dropped in his first solo broadcast interview: #zaynonbeats1,false
221,massachusetts court finds that it’s ‘reasonable’ for black men to run from police to avoid racial profiling…,true
222,a claim that #obama used the #shutdown to scuttle the amber alert system reveals an ignorance about amber alerts.,true
223,"the 2016 race: no, the polling doesn’t prove bernie sanders won the hispanic vote in nevada",true
224,started from the bottom now the whole team's here. #sagawards,false
225,starbucks is testing a new latte that tastes exactly like guinness,true
226,afghan woman kills 25 taliban rebels to avenge her son’s murder,true
227,is the truth out there? in nod to releases hundreds of declassified docs,false
228,russian boy shocked by electricity now claims he has superpowers like magneto,true
229,waking up late for pre-game skate in vegas like... #nhl #expansion,true
230,kentucky leads kansas 46-40 at the half. tyler ulis has scored or assisted on 11 of the wildcats' 17 field goals.,false
231,iraqi officials say isis leader wounded in airstrike,true
232,video: hero sergeant-at-arms kevin vickers returns to parliament - and an incredible welcome,true
233,"the best thing about the 5p plastic bag charge is that the cupboard next to my sink is now worth £672,348.",true
234,"hey, it looks like... oh. rt photo of vladimir putin's motorcade. posted without comment.",true
235,breaking news: the 3 missing afghan soldiers have been found trying to cross into canada at the rainbow bridge in niagara falls. ny. nbc,true
236,"here's the letter alan rickman wrote for us back in 2011, upon completing harry potter & the deathly hallows:",false
237,first female candidate for president was not it was victoria woodhull in 1872 #nhpolitics #tcot,true
238,.@potus just announced new actions to advance #equalpay. here's what you need to know:,false
239,"police reports released this morning indicate mike brown was a suspect in a ""strong-armed"" robbery in #ferguson",true
240,"brandon marshall visits and offers advice, support to brother of fallen hero zaevion dobson:",false
241,don't underestimate women. an afghan woman called reza gul killed 25 taliban in a 7 hour gun battle.,true
242,"ukrainian military jet was flying close to #mh17 before it was shot down, says russian officer",true
243,"2,000,000 views incoming… rt iphone 6 plus bend test -",true
244,open letter to trump voters from his top strategist-turned-defector - amazing first person account via,true
245,"three more passport stamps, three more data centers. give a big welcome to tokyo, mexico city and frankfurt. ≡",true
246,donald trump's campaign chairman paul manafort resigns,false
247,"this photo was taken by a tourist at the national war memorial, shortly before nathan cirillo was shot and killed.",true
248,"boko haram burns kids alive in northeast nigeria, witness says",false
249,life in obama's america: govt officials threaten to prosecute american families for trying to save their loved ones,true
250,happy birthday to the man who brought sexy back! 🎉🔥,false
251,person one season ahead in tv show doling out counsel like wise elder,false
252,president's daughter malia obama spotted wearing a pro era t-shirt,true
253,why did macklemore delete this tweet!? #macklemorejoinedisis,true
254,"college graduate first person in family to waste $160,000",false
255,*dead* at this list of banned slang by chick-fil-a manager:,true
256,"this photo was taken by a tourist at the national war memorial, shortly before nathan cirillo was shot and killed.",true
257,"dozens of people were killed in car bomb, 2 suicide bombings near damascus, syria, state media says.",false
258,"tyrese at the crash site, where paul walker died, i proper feel for him",true
259,"breaking: huge explosion of an #oil pipeline belonging to near sudair, #saudiarabia.",true
260,in what world do you let a cop who killed someone leave town? #ferguson,true
261,the closest that adults can get to believing in santa claus again is when they forget that they’ve ordered something from amazon.,false
262,this powerful cartoon about the charlie hebdo attack is not by banksy,true
263,"nyc pride parade after orlando: “republican hate kills"" no. the orlando shooter was a muslim democrat.",true
264,breaking: ks patient at risk for ebola: in strict isolation at ku med center in kansas city #kwch12,true
265,"78, not 31, arrested overnight in #ferguson.",true
266,"it's a boy! meet mac, the budweiser family's new baby clydesdale. #budweiser #clydesdale",false
267,"surprise surprise, on the lakers icon learned he'd be honored w/ a staples center statue.",false
268,"max baer describes donna douglas as ""elly may until the day she died"": (cbs)",true
269,"prayers to our friend, tyrese. his emotional message about paul walker got us choked up...",true
270,"he's not arrested, but he has been busy... new banksy mural appears in bristol (pic: banksy)",true
271,"hewlett-packard to split into two companies, wsj says.",true
272,president of argentina adopts jewish godson to 'stop him turning into a werewolf',true
273,"icymi, #selena's killer & former fan club president will not be released early from prison!",true
274,.@potus just announced new reforms to address the overuse of solitary confinement:,false
275,thumbs up emoji rt someone spray painted a penis on a $2.4 million bugatti veyron:,true
276,"beheading suspect attended same mosque as 9/11 terrorist: moore, oklahoma -- alton nolen, the man who beheaded...",true
277,more: official: french terror suspects want to be martyrs; are holed up with hostage north of paris:,true
278,paul walker's fast and the furious costars and more react to the actor's tragic death:,true
279,"a florida woman had surgery to add a third breast to make herself ""unatttractive to men.""",true
280,"update: parliament hill attack: soldier dies of injuries, gunman shot dead #ottawashooting",true
281,"#walmart donates $10,000 to #darrenwilson fund to continue police racial profiling, brutality, murder of black ppl",true
282,"bird pooped on #putin when he was saying ""violence begets violence"" at the opening of monument to the 1st world war.",true
283,"""justin bieber ringtone saves russian fisherman from potentially fatal bear attack.""",true
284,"breaking news: banksy not arrested, cover not blown.",true
285,half a sleeve of oreos lost in house fire,false
286,goliath encounter: puppy-sized spider surprises scientist in rainforest -,true
287,soldier killed at war memorial identified as cpl. nathan cirillo -,true
288,"what if talking angela is actually boris laursen he be like ""i just stole all your personal information what are you going to do about it""",true
289,a chick-fil-a manager allegedly banned this hilarious list of slang words,true
290,rip to the driver roger that died with paul walker that no one talks about because he wasn't famous.,true
291,nonwhite actors nearly swept every nominated category at the #sagawards,false
292,"darren wilson got $500k from abc for interview, plus $500k for donations... he is a killer millionaire, literally",true
293,"beautiful global solidarity in #hongkong where protesters are marching with ""hands up, don't shoot"" gesture #ferguson",true
294,vladimir putin’s motorcade as seen from the air.,true
295,"ninety took drug in french clinical trial that left one brain-dead and five more hospitalised, health minister says",false
296,r.i.p to the driver who died with paul walker that no one cares about because he wasn’t famous.,true
297,"""america is a nation of second chances"" —@potus on new reforms to solitary confinement:",false
298,"this doesn't help our score, are you team #batman or team #superman? let us know with '#empirebvs'.",false
299,"greece has ""seriously neglected"" obligations to control external borders, european commission says in draft report",false
300,ferguson protestor accidentally burns down his own home & blames busy fd for failing to respond to 911 call for help.,true
301,a conversation with x japan’s yoshiki and documentarian stephen kijak,false
302,breaking news: isis beheads a british hostage david haines in message to america's partners.,true
303,"i am still confused as to why these ""highly trained"" individuals left their id in the getaway car. #charliehebdo",true
304,oregon community helps mother after boy punished for being tardy due to vehicle problems:,true
305,actor who portrayed marlboro man in cigarette ads in late 1970s dies from smoking-related disease:,true
306,uk aid worker david haines beheaded by #isis remember this great & giving man this way not as isis wants,true
307,"you all do know it’s mostly long articles about books, right?",false
308,now: 12-year-old conservative cj pearson defends giuliani's comments on obama and his facebook gets shut down!,true
309,the las vegas raiders?,false
310,"hugs! & during the #closingceremony (photo: rob schumacher,",false
311,"parliament hill in lockdown after soldier shot at #ottawa's war memorial, just south of east block.",true
312,rt the good news: we're taking new steps to advance #equalpay for women →,false
313,"target boycott crosses 1 million signers, stock sinks by $1.5 billion - breitbart",true
314,"fanged deer pops up in afghanistan, 60 years after its last appearance",true
315,penis graffiti drawn on £1.5m bugatti veyron.,true
316,"breaking: show of solidarity from #hongkong to #ferguson; hands up, don't shoot",true
317,twenty-five stories proving target’s pro-trans bathroom policy is dangerous,true
318,lego letter from the 1970s still offers a powerful message to parents 40 years later,true
319,transgender teen leaves heartbreaking suicide note on tumblr before getting hit by a truck:,true
320,"mike brown was staying with his grandmother for the summer, who lived in the community. #ferguson",true
321,canadian authorities have given name of suspect in ottawa attacks to u.s. feds; ask for fbi assistance: sr u.s. law enforcement official,true
322,what's the no. 1 killer of americans? these rankings have changed little over the years,true
323,mass grave found in mexico near area where 43 students vanished after a confrontation with police: -,true
324,"no, #banksy has not been arrested",true
325,"""when any jew anywhere is targeted, just for being jewish, we must respond, together"" —@potus at",false
326,"""fast & furious"" stars heartbreakingly mourn paul walker's death",true
327,greek islanders to be nominated for nobel peace prize,false
328,a sloth clings to a pole in ecuador ... and so much more. see the week in 37 photos,false
329,"hey guys, target isn't backing down check the usa today article about the boycott",true
330,cops swarm #7thheaven star stephen collins' home after suicide report,true
331,breaking: malaysia airlines passenger 'shot down' near russian border in ukraine,true
332,how to say ‘i love you’: 1.) have my fries,true
333,"calm down everyone, banksy hasn't been arrested #banksy",true
334,ok what mt photo of passenger at dulles waiting for flight -- wearing hazmat suit,true
335,42 million dead in bloodiest black friday weekend on record,true
336,"forty percent of germans want angela merkel to resign over her refugee policy, poll shows:",false
337,breakfast all around.,true
338,talking angela is an app that has been hacked and asks for you personal information. spread the word,true
339,attorney: new audio reveals pause in gunfire when michael brown was shot.,true
340,iphone 6 owners claim it's bending in their pockets,true
341,5p bag charge fi dead #robthisengland,true
342,giant puppy-sized spider found in south america said to be world's largest,true
343,soldier shot at national war memorial in ottawa,true
344,"before hillary clinton, there was victoria woodhull, a pro-life feminist who ran and was nominated for president.",true
345,#viral: mexico mass grave discovered after student protesters go missing,true
346,"miami was desperate for a turnover. instead, nc state got this dunk. and a big upset win:",false
347,if betty white dies today and steals joan's thunder i will unleash a reign of terror upon this nation the likes of which u have never seen!!,true
348,the motoring world responds to paul walker's death,true
349,banksy account joins cartoonists support for #charliehebdo #jesuischarlie,true
350,"‘planet nine’ may exist on the edge of our solar system, claim astronomers",false
351,"that was very ""slick"" of the police chief to create a narrative that #mikebrown was a ""suspect"" in a robbery! #ferguson",true
352,us govt reportedly threatened to prosecute family of kidnapped journalist jim foley if it paid ransom h/t,true
353,"mexican president pena nieto plagiarized law thesis, report says",false
354,"who got violent? pregnant woman shot by #ferguson cop while sitting in car tuesday, loses eye:",true
355,photos proved that terrorists used chemical weapons against the kurds #kobanî #airdrop2kobane #kurdistan #isis,true
356,19-year-old girl wakes up during brain surgery to ask doctors: ‘how’s it going?’,true
357,police shut down restaurant after officer cuts mouth on shards of glass found in sandwich,true
358,"this young woman was shot with a nerf bullet by a #ferguson police officer, she lost her eye.",true
359,"i'm alive, see you soon !",true
360,first pics from the site in ukraine where #mh17 crashed,true
361,woman who stabbed paedophile to death in east london has three-and-a-half-year jail term more than doubled,false
362,betty white never die she my lady still i never have the sex with her,true
363,"fbi assisting in the case of the ottawa shooting, sources have confirmed to ctv news",true
364,caitlyn jenner will pose nude on the sports illustrated cover. nothing says sexy like a 66 year old chick with balls.,true
365,malia obama wears t shirt of an anti white anti cop rap group. #nypd #barbaraboxer #respectformuslims #blackprivilege,true
366,"remarkably, despite the military-style police presence in #ferguson, a known killer was able to skip town",true
367,massachusetts court finds that it’s ‘reasonable’ for black men to run from police to avoid racial profiling…,true
368,breaking news: cbs reports multiple suspects at large after more than 30 shots fired at canadian parliament -,true
369,cool dog! mt goliath encounter: puppy-sized spider surprises scientist in rainforest,true
370,an undefeated high school wrestler lost on purpose against an opponent with down syndrome:,false
371,hoppla! swiss rumors: putin absence due to girlfriend alina giving birth in ticino,true
372,"trump's top strategist, stephanie cegielski, has quit his campaign + just wrote an open letter to trump supporters:",true
373,not good for fancy #swiss #brand : philly steak & cheese linked to massive #beef #recall #food,true
374,"an open letter to trump voters from his top strategist: stop supporting him, he doesn't want to win",true
375,"latest: malaysia airlines #mh17 shot down by a surface-to-air missile, u.s. officials say",true
376,"well, this is one way to quit your job. watch alaskan reporter charlo green quit live on air.",true
377,just your monday reminder that doritos-flavored mountain dew exists.,true
378,"today marks 71 yrs since the liberation of auschwitz, “city of death” #holocaustmemorialday",false
379,"hong kong's protesters are using the ""hands up, don't shoot"" gesture from ferguson",true
380,vampire bambi? rare fanged deer confirmed in afghanistan after 60 years,true
381,2013 was doing alright till i found out paul walker died ..,true
382,hands up don't shoot is being used by tens of thousands as a form of protest in hong kong. powerful.,true
383,french police chief killed himself after #charliehebdo attack,true
384,"several more hostages flee from cafe under siege in sydney, local media say",true
385,"remembering paul walker: fast and furious star was ""so happy"" hours before his tragic death",true
386,sc state senator also opposes bill that would make it harder for domestic abusers to own guns:,true
387,a eulogy for the show that changed kids' tv forever: #gravityfalls,false
388,microsoft to buy mojang - report $2 billion deal could be signed this week,true
389,authorities collecting passports at #mh17 crash site. australian coat of arms clearly visible.,true
390,the beatles' rooftop concert happened 47 years ago today. here are 15 things you didn't know,false
391,a tweet from about the #orlando shooting:,true
392,big bank hank of the sugarhill gang - famous for the 1979 hit 'rappers delight' - dead at 57,true
393,"'powerful' wife & son of #isis leader abu bakr al-baghdadi have been arrested, sources to",true
394,a transgender 17-year-old left a suicide note on tumblr pleading “fix society”,true
395,quote of the day,false
396,paul walker died at the age of 40 saturday. our hearts go out to his family and friends:,true
397,holy shit. doritos flavored mountain dew. all is lost. abandon all hope.,true
398,nhl expansion to las vegas is reportedly 'a done deal.',true
