,id,chinese_text,target,text
15,11501258141,感人微电影《Leave Me 让我留下》(清晰中文字幕版) 太感人了，很棒的真人短片，真忍不住哭了！！一个刚经历丧妻之痛的丈夫整理妻子留下来的相机所发生的事，穿越时空之后…… http://t.cn/heDeO2,false,"The touching short film &quot;Leave Me&quot; (clear Chinese subtitles version) is so touching, a great live-action short film, I couldn&#39;t help but cry! ! What happened to a husband who had just experienced the pain of losing his wife was sorting out the camera left behind by his wife. After traveling through time and space... http://t.cn/heDeO2"
16,11538098770,#奢侈品调价# Cartier 自7月1日起，手表类上涨3%，首饰类上涨7%。简单明了一句话，要行动的，要放弃的，自行决定吧。  @奢华购_兰泊,true,"#luxurypriceadjustment# Cartier Since July 1, the watch category has increased by 3%, and the jewelry category has increased by 7%. In a simple and clear sentence, whether you want to take action or give up, make your own decision. @luxury purchase_lanbo"
17,11581092199,推荐≪华尔街日报≫今天出版的特别专题“人民币的崛起”。世界各地的记者从各个侧面对人民币在全球经济中的角色演变进行了深度分析与报道。http://t.cn/aoXXlY,false,Recommend the special feature &quot;The Rise of the RMB&quot; published by ≪The Wall Street Journal≫ today. Journalists around the world have conducted in-depth analysis and reports on the evolution of the RMB&#39;s role in the global economy from all aspects. http://t.cn/aoXXlY
18,11837016096,【外媒：中国人结婚买房遏制全球经济复苏】西班牙《世界报》文章：按照中国传统，单身男子要想结婚就必须是自己房子的主人，而在今天，买房子需要一大笔钱。这就迫使很多人大幅度削减开支，控制消费以增加存款。如果说在全世界增长最快的市场上没有消费，那么全球经济就会停滞。http://t.cn/aomDRH,false,"[Foreign media: Chinese people get married and buy houses to curb global economic recovery] Spanish &quot;El Mundo&quot; article: According to Chinese tradition, a single man must be the owner of his own house if he wants to get married. Today, buying a house requires a lot of money. This has forced many people to drastically cut back on spending and control consumption in order to increase their savings. Without consumption in the world&#39;s fastest-growing market, the global economy would stagnate. http://t.cn/aomDRH"
19,11942894685,#糗生活# 今年江苏省的作文题是《拒绝平庸》……最短的作文只有一句话：老师，我拒绝写这个题目。老师沉吟片刻，痛苦地打了满分。 （via 徐卓阳）,true,"#嗗生活# This year’s composition topic in Jiangsu Province is &quot;Rejecting Mediocrity&quot;... The shortest composition has only one sentence: Teacher, I refuse to write this topic. The teacher pondered for a moment and painfully gave him a perfect score. (via Xu Zhuoyang)"
20,11964076776,[太阳] 万众期待! [太阳] 《帕丽斯眼中的世界》第一季第一集【中文字幕】已经出炉了!!! 大家赶紧来看吧! (别问我要下载地址以防有人商业用途) 另外大家如果听译能力过关又有无私贡献的精神快快加入我们的翻译字幕组行列吧!!!! enjoy! 多多转发让更多夏季剧荒的人看到吧!! http://t.cn/aKvLPs,false,"[Sun] Highly anticipated! [Sun] The first episode of the first season of &quot;The World According to Paris&quot; [Chinese subtitles] has been released!!! Come and watch it quickly! (Don&#39;t ask me for the download address in case someone commercializes it) Purpose) In addition, if everyone has good listening and translation skills and has the spirit of selfless contribution, please join our translation and subtitle group! t.cn/aKvLPs"
21,12123213706,#投资界内幕#继“曹国伟连续套现 新浪管理层不是第一大股东”后，发现情况似乎更严重：曹国伟等管理层已签订协议还未完成套现股票数量385万股，占MBO壳公司近70%，而不是225万股，分析师透露，剩下175万股将全部清空。观察人士说，曹国伟一年半前高调启动新浪MBO实质已变炒股票。http://t.cn/aKxvsy,false,"#InvestmentWorldInsider# Following &quot;Cao Guowei continuously cashed out Sina management is not the largest shareholder&quot;, it was found that the situation seemed to be more serious: Cao Guowei and other management have signed an agreement but have not completed cashing out the number of 3.85 million shares, accounting for nearly 70% of the MBO shell company %, instead of 2.25 million shares, analysts revealed that the remaining 1.75 million shares will be cleared out. Observers say that the high-profile launch of Sina MBO by Chao Guowei a year and a half ago has essentially turned into stock speculation. http://t.cn/aKxvsy"
22,12124710868,香港检测出韩国农心辛拉面向中国内地销售的产品，塑化剂超标50倍，接近极限。-居然毒害了咱那么多年阿[泪],true,"Hong Kong has detected that the plasticizer in South Korea&#39;s Nongshim Shinra products sold to mainland China exceeds the standard by 50 times, which is close to the limit. -It actually poisoned us for so many years [tears]"
23,12216647286,我们小时候没有汽车，骑自行车会很开心。我们没有华丽的衣服，穿的确良会也很自尊自爱。我们没有ipad，但是我们弹弹玻璃球也会开心快乐。我们在教室里是兄弟姊妹，内心没有贫富的差异。如今的孩子看上去得到了很多，其实却失去了一个少年儿童最应该具备的幸福感和健康身心。难道几十年中国教育错了吗？,false,"We didn’t have cars when we were kids and would have had so much fun riding bikes. We don’t have fancy clothes, and when we wear them, we feel proud and self-respecting. We don’t have iPads, but we can still have fun bouncing glass balls. We are brothers and sisters in the classroom, and there is no difference between rich and poor in our hearts. Today&#39;s children seem to have gained a lot, but in fact they have lost the sense of happiness and physical and mental health that a teenager should have. Is China’s education wrong in the past few decades?"
24,12285869290,泰坦尼克号续集《Jack is back》 大伙期待吧……[花心],true,"Titanic sequel &quot;Jack is back&quot;, everyone is looking forward to it... [Fan Xin]"
25,12287727103,《建党伟业》将在北美主流院线全面公映。片中一些演员非常兴奋，作品终于在自己的国家上映了。,false,&quot;The Great Cause of Party Building&quot; will be fully released in mainstream theaters in North America. Some of the actors in the film were very excited that the film was finally released in their own country.
26,12288387045,当 天王杰克逊 遇上 SLASH ，当SLASH 遇上 Beat it ，看SLASH 大叔弹 Beat it  的味道 ~ 前面都是天王专场，2分55秒后有SLASH 大量镜头~~~  这样的现场只有一次。。再也无法重现了。。祝天堂的人一切安好。 http://t.cn/aKT4Sg,false,"When King Jackson meets SLASH, when SLASH meets Beat It, watch Uncle SLASH play Beat It~ The front is the King&#39;s special performance, and after 2 minutes and 55 seconds, there are a lot of shots of SLASH~~~ This kind of scene only happens once. . It can never be repeated again. . I wish everyone in heaven all the best. http://t.cn/aKT4Sg"
27,12288519240,起开~~~别挡着我看美女……,false,Come on~~~ Don’t block my view of the beauties...
28,12378821174,谷歌语音搜索功能升级啦[哈哈]使用起来非常简单方便：只需说“天气”，就会帮你找到你所在城市近几天的天气；说“把tree翻译成中文”，就会帮你找到正确的翻译结果；说“新加坡到纽约”，就会帮你搜索航班信息。怎么样，方便吧？不过，谷歌暂时只能听懂英文哦。http://t.cn/aKB6SL,false,"Google&#39;s voice search function has been upgraded [haha]. It is very simple and convenient to use: just say &quot;weather&quot; and it will help you find the weather in your city in the past few days; say &quot;translate tree into Chinese&quot; and it will help you find it. Correct translation results; say &quot;Singapore to New York&quot; and it will search for flight information for you. How about it, convenient? However, Google can only understand English for the time being. http://t.cn/aKB6SL"
29,12414551220,现离开祥和的小堡画家村，北大一天课，晚到武汉给市委领导讲课。接着福州、徐州、内蒙、湘潭和重庆调研和讲座。人在旅途，少了激情，多了无奈。昨清华讲课时，一地方领导告诉我，春节时他那个地方有被强拆的男子到我家哭诉，我曾给过他二千元，＂您被骗了，他并不缺这点钱＂。我说：我在救自己和子孙。,false,"Now I am leaving the peaceful Xiaobao Painting Village, attending classes at Peking University for one day, and arriving late at night in Wuhan to give lectures to the leaders of the municipal party committee. Then we conducted research and lectures in Fuzhou, Xuzhou, Inner Mongolia, Xiangtan and Chongqing. When people are traveling, they lose their passion and become more helpless. Yesterday when I was giving a lecture at Tsinghua University, a local leader told me that during the Spring Festival, a man who was demolished in his place came to my house crying and complained that I had given him 2,000 yuan, &quot;You have been cheated, and he does not lack this money.&quot; I said: I am saving myself and my descendants."
30,12441071542,什么叫做真正的街舞！全世界的街舞都被这帮人玩遍了 2.42秒彻底崩溃 这才是街舞啊 你懂得  http://t.cn/hbIn6n,false,What is real hip-hop! All the hip-hop dances in the world were played by these people and completely collapsed in 2.42 seconds. This is hip-hop dance. You know http://t.cn/hbIn6n
31,12442169938,【友情转发招聘】别整天胡思乱想，能踏实干活，有网页设计经验。知人有信，作品集里，少掺点假。月薪5-6K，如工作优秀，可给些额外甜头~舍得网招设计助理，53844567@qq.com，你总监的照片如下。（美女总监找人，各位帮转一下哈～～～）,false,"[Friendly Forward Recruitment] Don’t think about it all day long, be able to work hard, and have web design experience. Know people and trust them, and avoid any falsehoods in your portfolio. The monthly salary is 5-6K. If you are good at work, you can get some extra benefits. She is recruiting a design assistant online, 53844567@qq.com. The photo of your director is as follows. (The beauty director is looking for someone, please help me~~~)"
32,12442329370,“组织”就是在你遇到困难时，他说无能为力；在你遇到不公时，他说要正确对待；在你权益受到侵害时，他说要顾全大局；在你受到诬陷时，他说你要相信组织；在需要人做出牺牲时，他说组织考验你的时候到了；当需要人冲锋陷阵时，他说是你坚强后盾；在你取得成功时，他说是组织培养的--周立波,false,"&quot;Organization&quot; means that when you encounter difficulties, it says that there is nothing you can do; when you encounter injustice, it says that you must treat it correctly; when your rights and interests are infringed upon, it says that you must take into account the overall situation; when you are framed, it says that you Believe in the organization; when you need people to make sacrifices, he says it&#39;s time for the organization to test you; when you need people to charge forward, he says it&#39;s your strong backing; when you succeed, he says it&#39;s the organization that has cultivated you - Zhou Libo"
33,12477535006,今天小青大夫耍我签字，她要带全家去新加坡发展，巳被新加坡国立医院聘为住院医，她说在国内孩子教肓和住房的压力太大了。我非常伤心，精心从内科多位竞争者中挑选了她，来我科后多次送她到国外学习，为她做了长远的事业发展规划，应该说她的机会要远胜于她的内科同学们，这样的结局很无奈！,false,"Today Dr. Xiaoqing asked me to sign. She is taking her family to Singapore for development. She has been hired as a resident doctor by the National Hospital of Singapore. She said that the pressure on children&#39;s education and housing in China is too great. I was very sad and carefully selected her from many competitors in the internal medicine department. After coming to our department, I sent her to study abroad many times and made a long-term career development plan for her. It should be said that her opportunities are far better than those in the internal medicine department. Classmates, this ending is very helpless!"
34,12507236437,心理学家认为，每天凝望帅哥10分钟，健身效果相当于做30分钟有氧运动，持之以恒，平均寿命可延长四五年。。。,true,"Psychologists believe that staring at handsome men for 10 minutes a day has a fitness effect equivalent to doing 30 minutes of aerobic exercise. If you persist, the average life span can be extended by four to five years. . ."
35,12540099788,【女孩子必读的十本书】  你读过几本？1.张爱玲《倾城之恋》2.杜拉斯《情人》3.海蒂《性学报告》 4.村上春树《挪威的森林》5.渡边淳一《男人这东西》6.钱钟书《围城》 7.劳伦斯《查太莱夫人的情人》 8.泰戈尔《草叶集》 9.塞林格《麦田里的守望者》 10.米兰·昆德拉《生命中不能承受之轻》,false,[Ten must-read books for girls] How many books have you read? 1. Zhang Ailing&#39;s &quot;Love in a City&quot; 2. Duras&#39;s &quot;The Lover&quot; 3. Heidi&#39;s &quot;Sexology Report&quot; 4. Haruki Murakami&#39;s &quot;Norwegian Wood&quot; 5. Junichi Watanabe&#39;s &quot;This Thing of a Man&quot; 6. Qian Zhongshu &quot;The Siege&quot; 7. Lawrence &quot;Lady Chatterley&#39;s Lover&quot; 8. Tagore &quot;Leaves of Grass&quot; 9. Salinger &quot;The Catcher in the Rye&quot; 10. Milan Kundera &quot;The Unbearable Lightness of Being&quot;
36,12603156956,【高清图：南京遭暴雨袭击多处道路积水】17日至18日凌晨，南京遭暴雨袭击，大部分地区降水量达50毫米以上，市区多处道路积水，影响市民出行。当地气象台昨日发布暴雨橙色预警信号，预计强降水仍将持续。http://t.cn/a9cNYe,false,"[High-definition picture: Nanjing was hit by heavy rains and many roads were flooded] From the 17th to the early morning of the 18th, Nanjing was hit by heavy rains. The precipitation in most areas reached more than 50 millimeters. Many roads in the city were flooded, affecting citizens&#39; travel. The local meteorological station issued an orange rainstorm warning signal yesterday, and heavy rainfall is expected to continue. http://t.cn/a9cNYe"
37,12630150453,凤姐和陈冠希的对话！转的时候已经被删除了！幸好拍下来了！哈哈搞笑！,true,The conversation between Sister Feng and Edison Chen! It was deleted when I transferred it! Luckily it was captured! Haha funny!
38,12654431093,【你睡觉的时候，有没有抽搐后突然踹了一下腿？告诉你真相】这叫肌抽跃——常在睡觉时发生，睡觉时呼吸频率降低的幅度太大，大脑会认为身体快要死亡了，所以它会发送一个脉冲使身体觉醒。常发生肌抽跃的人一定要注意了，这表明你这时的身体机能不是很好哦。,true,"[When you were sleeping, did you suddenly kick your leg after having a convulsion? To tell you the truth] This is called muscle twitching - it often occurs during sleep. When the breathing rate decreases too much during sleep, the brain will think that the body is about to die, so it will send a pulse to wake the body up. People who often experience muscle twitching must pay attention, as this indicates that your body function is not very good at this time."
39,12662034072,"【为了家人和朋友，转发】 如果你被匪徒挟持要求输入提款机密码，你可以用倒转输入密码的方式去间接知会警方。例如你的密码是1234的话,你可以输入4321，提款机会识别到你是以倒转方式输入密码，提款机会按你要求照出金额，但是会在匪徒不知情的情况下通知警方。",true,"[For the sake of family and friends, forward it] If you are kidnapped by a gangster and asked to enter the ATM password, you can indirectly notify the police by entering the password backwards. For example, if your password is 1234, you can enter 4321. The ATM will recognize that you entered the password in reverse and the ATM will issue the amount according to your request, but will notify the police without the criminal&#39;s knowledge."
40,12664068005,【健康】请注意：男人啤酒喝多了会女性化：啤酒中含有植物雌激素已非新观点，最新研究指出，植物雌激素会抑制男性睾丸分泌睾丸酮。简单来讲，植物雌激素可能使男性肌肉力量减弱、体毛减少、胡须脱落、乳房和臀部发育等，这些变化将会使男人看上去越来越像女人。,true,"[Health] Please note: Men who drink too much beer will become feminized: Beer contains phytoestrogens. The latest research points out that phytoestrogens can inhibit the secretion of testosterone in male testicles. Simply put, phytoestrogens may cause men to weaken muscle strength, reduce body hair, lose beards, develop breasts and buttocks, etc. These changes will make men look more and more like women."
41,12666286386,【令人战栗的格林童话：你没读过的初版原型】白雪公主是因为与父亲**，才招来王后的追杀；白雪公主逃入森林，夜夜与七个小矮人交欢；王子之所以爱上死去的公主，是因为他有恋尸癖…… 如果说以上桥段是还原人性真实面貌的“格林童话”，你相信吗？ http://t.cn/htUjYb,true,"[Horrifying Grimm’s Fairy Tales: The First Edition Prototype You Have Never Read] Snow White was pursued by the Queen because she had an affair with her father; Snow White escaped into the forest and had sex with the seven dwarfs every night; the reason why the prince He fell in love with the dead princess because he had necrophilia... If the above plot is a &quot;Grimm&#39;s Fairy Tale&quot; that restores the true face of human nature, do you believe it? http://t.cn/htUjYb"
42,12695585126,纪念下好几年前用的那台笔记本，ADOBE大赛赢来的，拿金笔直接画了外壳～,false,"To commemorate the laptop I used several years ago, I won the ADOBE competition and drew the outer shell directly with a gold pen~"
43,12695729092,这纹身，能不这么犀利么？,false,Could this tattoo not be so sharp?
44,12726186186,又是一年高考结束，每年围绕高考总会发生很多小故事。一起分享你的高考故事吧。#那一年高考# “学大教育微小说”创意有奖活动正式开始！参与即有机会赢得价值百元的品牌便携运动水壶。关注 @学大教育 ，并转发此条微博，在评论中附上你的#那一年高考#微小说，即可参加活动。更多活动详情请见图片。,false,"It’s the end of the college entrance examination again, and there are always many little stories surrounding the college entrance examination every year. Let’s share your college entrance examination story. #that年高考# &quot;Xueda Education Micro-Novel&quot; creative prize-winning event has officially begun! Participate for a chance to win a branded portable sports bottle worth 100 yuan. Follow @学大education, repost this post on Weibo, and attach your #ThatYear College Entrance Examination # micro-novel in the comments to participate in the event. See pictures for more event details."
45,12726784340,假如你想要一件东西，就放它走。它若能回来找你，就永远属于你；它若不回来，那根本就不是你的。——Y.M,false,"If you want something, let it go. If it can come back to you, it will belong to you forever; if it does not come back, it is not yours at all. ——YM"
46,12757294341,【视频-C罗职业生涯任意球集锦 天王绝技演暴力美学】身体素质惊人、球技绝佳，左右脚均衡，就连头球不逊于高中锋……那么C罗的任意球技术又如何呢？答案当然不容置疑，皇马天王的任意球绝技不输给任何一位大师，一起欣赏一下C罗职业生涯的精彩任意球吧。http://t.cn/a9Qywy,false,"[Video - Highlights of Cristiano Ronaldo&#39;s career free kicks, the king&#39;s stunts and violent aesthetics] Amazing physical fitness, excellent ball skills, balanced left and right feet, even heading the ball is not inferior to that of a high center forward... So what about Cristiano Ronaldo&#39;s free kick skills? The answer is of course unquestionable. The King of Real Madrid’s free kick skills are not inferior to any master. Let’s enjoy the wonderful free kicks of Cristiano Ronaldo’s career. http://t.cn/a9Qywy"
47,12757408265,这坑爹的键盘，你叫我怎么玩。。。,false,What do you want me to do with this crappy keyboard? . .
48,12758184584,#动图#好奇心旺盛的猫头鹰~好可爱啊！[心],false,#电影#The curious owl~so cute! [Heart]
49,12788488086,我从小怕老鼠，但是不怕蛇。后来，有位朋友知道此事，大为惊讶。我说，有什么好惊讶的，不是还有那么多人，某党治下都欢蹦乱跳的活着，反倒害怕什么“列强”么？,false,"I have been afraid of mice since I was a child, but not snakes. Later, a friend learned about this and was greatly surprised. I said, what&#39;s so surprising? Aren&#39;t there still so many people who are living happily under the rule of a certain party, but are they afraid of &quot;great powers&quot;?"
50,12789225212,由Kunal Nayyar参演的CollegeHumor网站原创搞笑视频：http://t.cn/aK0SL3。Kunal在片中饰演一名成人网站的客服。提示：本片涉及成人话题。 [嘻嘻] PS：这是Kunal2010年的作品。CollegeHumor网址：http://t.cn/h6boli。这样的网站没被河蟹真是万幸啊。,false,Original funny video on the CollegeHumor website starring Kunal Nayyar: http://t.cn/aK0SL3. Kunal plays a customer service staff of an adult website in the film. Warning: This film contains adult topics. [Hehe] PS: This is Kunal&#39;s 2010 work. CollegeHumor website: http://t.cn/h6boli. I&#39;m so lucky that this kind of website hasn&#39;t been hacked.
51,12790739984,【不能跟鸡肉搭配的食物】⑴芝麻（可导致死亡）；⑵地瓜（导致腹痛）；⑶消炎片（中毒）；⑷狗肾（引起痢疾）；⑸李子（食则拉痢）；⑹豆浆（降低蛋白质吸收）；⑺糯米（引起身体不适）；⑻菊花（可导致死亡）；⑼芥末（伤元气）；⑽大蒜（性味相克）；⑾鲤鱼（性味相克）；⑿鲫鱼（性味相克）,true,[Foods that cannot be paired with chicken] ⑴ sesame seeds (can cause death); ⑵ sweet potatoes (causing abdominal pain); ⑶ anti-inflammatory tablets (poisoning); ⑷ dog kidneys (causing dysentery); ⑸ plums (eating can cause diarrhea); ⑹ soy milk ( Reduce protein absorption); 7. Glutinous rice (causing physical discomfort); 8. Chrysanthemums (can cause death); 9. Mustard (damaging vitality); 10. Garlic (nature and flavor are incompatible); 11. Carp (nature and flavor are incompatible); )
52,12794183820,国际原子能机构即将把日本核电站灾害提升到人类史上未曾有过的“第八级”，超越过前苏联的切尔诺贝利核事故灾害。秘书长天野之弥认为，日本核电站的灾害，所喷出的辐射线量超越切尔诺贝利好几倍，如果光是以切尔诺贝利的七级来评比日本的核事故，不足以凸显日本核事故的严重性。微评：日本政府难堪啊。,true,"The International Atomic Energy Agency is about to raise the disaster at Japan&#39;s nuclear power plant to the &quot;eighth level&quot; unprecedented in human history, surpassing the Chernobyl nuclear accident disaster in the former Soviet Union. Secretary-General Yukiya Amano believes that the amount of radiation emitted by Japan’s nuclear power plant disaster exceeded that of Chernobyl several times. If we only use Chernobyl’s seven-level rating to compare Japan’s nuclear accident, it is not enough to highlight the The seriousness of the Japanese nuclear accident. Micro-comment: The Japanese government is in embarrassment."
53,12852534234,首都机场，这明明是西湖啊（via@kevinlou）,false,"Capital Airport, this is obviously the West Lake (via@kevinlou)"
54,12853256975,上海一男子向女朋友求婚遭拒。 该女子一天晚上在西餐厅看到顾客留言本，突发奇想，留言：***，如果你能找到这条留言，我就嫁给你。本来以为事情就这么过去，结果这条留言恰巧被另一微博控发现，上传微博，经万人传播，该男子居然找到了这条留言，女子也欣然答应了求婚。 [爱你]好浪漫啊！,true,"A Shanghai man proposed to his girlfriend but was rejected. The woman saw the customer message book in a western restaurant one night, and she had a sudden idea and left a message: ***, if you can find this message, I will marry you. I originally thought that the matter would just go away, but it turned out that this message was discovered by another Weibo troll, uploaded to Weibo, and spread by thousands of people. The man actually found this message, and the woman happily agreed to the proposal. [Love you] So romantic!"
55,12924953614,【男女能对视五秒者可以考虑结婚】《科学美国人》杂志报道，一组人体生理研究报告表明，男女如果对视少于1秒钟，说明相互没有好感；对视2秒钟，表明存在好感；对视3秒钟，可能是情愫暗生；对视4秒钟，表明其感情深厚；对视5秒钟及以上者，就已经到了步入婚姻殿堂的阶段。,true,"[Men and women who can look at each other for five seconds may consider getting married] &quot;Scientific American&quot; magazine reported that a group of human physiological research reports showed that if a man and a woman look at each other for less than 1 second, it means that they do not like each other; if they look at each other for 2 seconds, it means that There is a good impression; if you look at each other for 3 seconds, it may be secret love; if you look at each other for 4 seconds, it shows that you have deep feelings; if you look at each other for 5 seconds or more, you have reached the stage of marriage."
56,12988688370,全特么是《中国达人秀》节目组造假~~乌达木 http://t.cn/aCZWgn  [泪] 赔！！！,true,This is all faked by the program team of &quot;China&#39;s Got Talent&quot;~~ Udamu http://t.cn/aCZWgn [Tears] Compensation! ! !
